,title,img_link,alcohol,size,wine_type,sparkling,sweetness,grape_type,country,aroma,flavor,winery,color,food_pairing,charms,link
150,Beringer Private Reserve Cabernet Sauvignon ,http://www.wine.co.kr/upload/products/wineList/america/BeringerPrivateReserveCabernetSauvignon.png,14.3%,750ml,Red,Still,Dry,"카버네 소비뇽, 기타","미국, 나파밸리","농익은 블랙베리와 에스프레소향, 라벤더와 같은 복합적인 향","나파밸리의 떼루아에서 표현할 수 있는 최고의 와인을 만들기 위해 매년 7개의 빈야드에서 최상의 포도만을 섬세하게 골라 각 떼루아의 특징을 가장 잘 표현할 수 있도록 수확에서 부터 숙성, 블렌딩에 이르기까지의 전 과정을 수석 와인메이커인 Laurie Hook(로리 훅)이 책임지고 있다. 베린저 와인 중 가장 프리미엄 퀄러티를 자랑하는 와인으로 농익은 블랙베리와 에스프레소향과 함께 라벤더와 같은 복합적인 향이 느껴지며 집중된 다크 후르츠와 스파이시한 맛과 동시에 풍부한 텍스쳐와 입안을 감싸는 탄닌, 오랫동안 지속되는 엘레강트한 피니쉬를 느낄 수 있는 와인이다. 22개월 프렌치 오크 숙성(95% 뉴오크), 9개월 병숙성",Beringer Vineyards,짙은 루비색,"진한 소스의 스테이크, 바비큐 요리, 치즈",Wine Spectator 91점 (2009 vintage) / Robert Parker Point 93점 (2009 vintage),http://www.wine.co.kr/wine/526
151,Beringer White Zinfandel ,http://www.wine.co.kr/upload/products/wineList/america/BeringerWhiteZinfandel.png,10.0%,750ml,Rose,Still,Semi Sweet,기타,"미국, 캘리포니아","레드베리, 멜론, 달콤한 딸기향","스위트하면서도 산도가 적절히 어울어져 꾸준한 인기를 끌고 있는 베린저 화이트 진판델은 진판델 포도를 부드럽게 압착하여 포도껍질을 포도즙과 약 3시간 정도로 짧게 접하게 하여 자연스러운 핑크색을 얻은 후, 스테인레스 스틸에서의 저온발효를 통해 와인에 상큼한 과일향과 맛의 균형을 살려내었다. 마시면 마실 수록 기분이 좋아지는 와인.",Beringer Vineyards,투명한 장미색,"샐러드, 과일, 치즈, 파스타, 해산물",미국 화이트 진판델 시장 판매 1위인 제품으로 병입 와인으로서는 미국에서 가장 많이 팔리는 와인,http://www.wine.co.kr/wine/507
152,Barefoot Merlot 187ml PET ,http://www.wine.co.kr/upload/products/wineList/america/20180308060908401.png,13.4%,750ml,Red,Still,Dry,"멜롯, 기타","미국, 캘리포니아",풍부한 과일과 초콜릿향,레드 체리등의 과일향일 풍부한 대중적인 맛,베어풋,루비색,"토마토 소스 베이스 요리, 붉은 고기류","레드 체리와 자두향이 복합적으로 나타나면서 부드러운 것이 특징입니다. 스모키한 바닐라 오크의 힌트가 느껴지며 모카향의 피니시가 일품이며, 페트병으로써 파손의 위험이 현저히 낮고, 언제 어디서나 쉽고 편하게 음용 할 수 있습니다.",http://www.wine.co.kr/wine/694
153,Barefoot Moscato ,http://www.wine.co.kr/upload/products/wineList/america/20180308054612824.png,9.0%,750ml,White,Still,Sweet,"모스카토, 기타","미국, 캘리포니아",풍부한 과일향,스위트 타입의 누구나 쉽게 즐길 수 있는 대중적인 맛,베어풋,연한 황금빛,"매운 아시안 음식, 가벼운 디저트, 신선한 과일, 부드러운 치즈","모스카토 특유의 달콤함이 느껴지며, 오렌지, 허니, 감귤, 농익은 복숭아의 맛이 복합적으로 나타납니다. 달콤한 라임의 피니쉬 또한 베어풋 모스카토의 특징입니다.",http://www.wine.co.kr/wine/687
154,Barefoot Moscato 187ml PET ,http://www.wine.co.kr/upload/products/wineList/america/20180308061202310.png,9.0%,750ml,White,Still,Sweet,"모스카토, 기타","미국, 캘리포니아",풍부한 과일향,스위트 타입의 와인으로 누구나 쉽게 즐길수 있는 대중적인 맛,베어풋,연한 황금빛,"매운 아시안 음식, 가벼운 디저트, 신선한 과일, 부드러운 치즈","모스카토 특유의 달콤함이 느껴지며, 오렌지, 허니, 감귤, 농익은 복숭아의 맛이 복합적으로 나타납니다. 달콤한 라임의 피니쉬 또한 베어풋 모스카토의 특징입니다.",http://www.wine.co.kr/wine/695
155,Barefoot Bubbly Pinot Grigio ,http://www.wine.co.kr/upload/products/wineList/america/20180308060111906.png,11.5%,750ml,기타,Sparkling,Sweet,기타,"미국, 캘리포니아","쥬시한 피치향, 잘 익은 배와 오렌지 향",잘 익은 과일과 스위트한 시트러스,베어풋,지푸라기색,"그릴에 요리된 채소, 로스티드 치킨","베어풋 버블리 피노 그리지오는 캘리포니아 포도로만 생산되고, 과일의 풍미가 탄산과 어울러 입 안에서 스위트하며 청량한 맛을 선사합니다. 잘 익은 배와 오렌지 향부터 바닐라와 라임의 피니시까지 풍부한 맛을 느낄 수 있습니다. 언제 어디서나 쉽고 편하게 마실 수 있는 와인입니다.",http://www.wine.co.kr/wine/691
156,Barefoot Sweet Red Blend ,http://www.wine.co.kr/upload/products/wineList/america/20180308055226812.png,10.5%,750ml,Red,Still,Dry,"피노누아, 기타","미국, 캘리포니아",과일잼같은 달콤함,"라즈베리, 자두향",베어풋,자주빛,"에피타이저, 매운 음식","잘익은 과실의 잼같이, 달콤하면서도 탄탄한 구조감을 보여줍니다. 라즈베리와 블루베리의 부드러운 향이 피니시까지 이어져 최고의 가성비를 선사합니다.",http://www.wine.co.kr/wine/688
157,Barefoot Zinfandel ,http://www.wine.co.kr/upload/products/wineList/america/20180308055529107.png,13.5%,750ml,Red,Still,Dry,기타,"미국, 캘리포니아","파인애플, 시트러스",스트로우베리,베어풋,루비색,"소고기, 돼지고기로 요리한 육류 음식들과 피자, 파스타","신선한 파인애플과 달콤한 시트러스의 아로마가 느껴지고, 잘 익은 딸기와 배의 향이 은은하게 새어 나오며, 크리스피한 피니시가 일품인 와인입니다.",http://www.wine.co.kr/wine/689
158,Barefoot Cabernet Sauvignon ,http://www.wine.co.kr/upload/products/wineList/america/20180308055750644.png,13.0%,750ml,Red,Still,Dry,카버네 소비뇽,"미국, 캘리포니아","건포도, 베리류 과실향",스파이시한 민트향,베어풋,루비색,"소고기, 돼지고기로 요리한 육류 음식들과 피자, 파스타","건포도, 베리류 과실 향, 스파이시한 민트 향과 부드러운 탄닌이 조화로운 미디엄 바디 와인입니다. 오크에서 숙성된 토스트 향을 느낄 수 있으며 벨벳 같은 느낌과 부드러운 끝맛이 아주 매력적입니다.",http://www.wine.co.kr/wine/690
159,Barefoot Pinot Noir ,http://www.wine.co.kr/upload/products/wineList/america/20180308060346828.png,12.9%,750ml,Red,Still,Dry,기타,"미국, 캘리포니아",라즈베리 과실향,다크체리향과 스파이시함,베어풋,짙은 자주빛,돼지고기로 요리한 육류 음식들과 크리미한 스프와 치즈,"베어풋 피노누아만의 개성과 맛이 풍부하다. 아주 맛있는 베리류의 맛이 일품이며, 언제 어느 곳에서도 최상의 선택이 될 수 있는 와인이다.",http://www.wine.co.kr/wine/692
160,Barefoot Pink Moscato ,http://www.wine.co.kr/upload/products/wineList/america/20180308060607018.png,8.0%,750ml,Rose,Sparkling,Sweet,"모스카토, 기타","미국, 캘리포니아","체리향, 스위트한 시트러스향",붉은 과실의 맛,베어풋,핑크색,"과일, 각종 튀김 요리","베어풋 버블리 핑크 모스카토는 스위트한 스파클링 와인으로, 달콤한 체리향과 시트러스향이 일품입니다. 후레쉬한 과일과 화이트 치즈, 소르베와 아주 잘 어울이는 와인입니다.",http://www.wine.co.kr/wine/693
161,VELADA ,http://www.wine.co.kr/upload/products/wineList/spain/VELADA.png,5.0%,375ml,White,Sparkling,Sweet,모스카토,"스페인, 발렌시아",상큼한 열대 과일의 복합적인 아로마,지속적으로 올라오는 기포와 달콤함이 기분까지 상쾌하게 만들어주는 저알코올의 가볍게 즐길 수 있는 타입의 모스카토 와인입니다. (적정 시음온도 8-10),Cheste Agraria,황금색,"쿠키, 케이크 등 디저트와 함께 드셔도 좋고 와인만 음용해도 좋습니다.","Velada(벨라다)는 ‘밤(夜)’라는 뜻의 스페인어로 용량, 알코올, 맛 모두 부담 없이 즐길 수 있도록 만들어진 Trendy한 스파클링 모스카토 와인입니다. 파티, 사교모임 등 각종 저녁 모임에 적합하다는 의미로 ‘밤’이란 의미의 Velada로 이름 지어진 젊고 경쾌한 컨셉의 제품입니다.",http://www.wine.co.kr/wine/265
162,Borgo Sanleo Rosso VdT ,http://www.wine.co.kr/upload/products/wineList/italy/BorgoSanleoRossoVdT.png,11.5%,750ml,Red,Still,Dry,기타,"이태리, Triveneto(Veneto, Trentino, Friuli Venezia Giulia)",상큼하고 매력적인 아로마,"이태리 북부 지역 품종들이 잘 어우러져 매력적인 드라이함과 풍부한 과일향, 정교한 아몬드 향이 기분 좋게 조화된 와인입니다.",조닌,밝은 루비레드,"에피타이져나 흰살 육류, 파스타와 잘 조화를 이룹니다.",합리적인 가격의 이태리 와인으로 여러가지 음식과 조화가 잘 되어 글라스 와인으로 많이 판매되고 있는 Value 와인입니다.,http://www.wine.co.kr/wine/334
163,Borsao Selection Crianza ,http://www.wine.co.kr/upload/products/wineList/spain/BorsaoSelectionCrianza.png,14.5%,750ml,Red,Still,Dry,"멜롯, 기타","스페인, 사라고사, 몬카요",바닐라와 짙은 과일향,"보르사오 크리안자 셀렉션은 각기 다른 품종의 특성이 잘 살아나 있을 뿐만 아니라, 서로 조화가 잘 이뤄져 입안을 가득채우는 풀바디한 맛을 나타냅니다.(10개월 프렌치오크 숙성)",BODEGAS Borsao SA,우아한 루비와 밤색빛이 감도는 깊은 체리 레드,"파스타, 가금류, 붉은육류, 치즈","20$ 미만의 Best Buy Spanish red wines (88점, 로버트 파커)",http://www.wine.co.kr/wine/235
164,GD Beaujolais Villages ,http://www.wine.co.kr/upload/products/wineList/france/GDBeaujolaisVillages.png,12.5%,750ml,Red,Still,Dry,기타,"프랑스, 보졸레",블랙베리류의 향,잘 짜여진 탄닌의 구조감,조르쥐뒤뵈프,집중도 있고 밝은 체리빛,치즈와 간단한 음식등,보졸레 지역의 '가메'품종의 특징을 잘 살려낸 와인. 가볍고 후루티하여 누구나 쉽게 마실 수 있다. 매운 한국 음식과도 잘 어울린다.,http://www.wine.co.kr/wine/380
165,Vina Lanza Red ,http://www.wine.co.kr/upload/products/wineList/spain/VinaLanzaRed.png,11.0%,750ml,Red,Still,Semi Sweet,기타,"스페인, 발데빼냐스",신선한 과일의 아로마,부드러운 탄닌의 밸런스와 부드러운 여운을 보여주는 이 와인은 달콤한 맛이 잘 살아 있어 와인을 처음 드시는 분들도 쉽게 즐기실 수 있는 미디엄 스위트 레드 와인입니다.,Felix Solis,바이올렛의 컬러가 살짝 감도는 반짝이는 루비색,"파스타, 가금류, 육류",합리적인 가격과 부담없는 맛으로 인기 있는 스페인 와인. 홈플러스 전용제품,http://www.wine.co.kr/wine/239
166,Vina Lanza White ,http://www.wine.co.kr/upload/products/wineList/spain/VinaLanzaWhite.png,10.5%,750ml,White,Still,Semi Sweet,기타,"스페인, 발데빼냐스",각종 꽃과 열대 과일의 아로마,"드라이하지 않고 단맛이 잘 살아 있는 미디엄 스위트 와인으로 일상적이고 캐쥬얼한 자리에도 잘 어울리며, 특히 와인을 처음 접하시는 분들도 쉽게 즐길 수 있는 와인입니다.",Felix Solis,신선한 레몬칼라,"생선 및 각종 해산물 요리, 샐러드",합리적인 가격과 부담없는 맛으로 인기 있는 스페인 와인,http://www.wine.co.kr/wine/39
167,Pommery Cuvee Louise ,http://www.wine.co.kr/upload/products/wineList/france/20180410055744126.png,12.5%,750ml,White,Sparkling,Dry,"피노누아, 샤도네이","프랑스, 상파뉴","그린에이지 사과, 흰 꽃 향, 비스킷, 이스트",매우 섬세한 와인으로 기분 좋은 산도와 동시에 헤이즐넛 버터와 아몬드의 향이 음용 내내 입안에 선명하게 남는다. 크리미한 질감 또한 그 맛을 증폭 시킨다.,뽀므리,우아한 황금빛,"해산물 파이, 트러플, 부드러운 파운드 케익 혹은 단독",Wine&Sprits: 92pts / Wine Spectator: 92pts / Wine Enthusiast: 91pts,http://www.wine.co.kr/wine/714
168,Pommery Brut Royal ,http://www.wine.co.kr/upload/products/wineList/france/20180410055256076.png,12.5%,750ml,White,Sparkling,Dry,"피노누아, 샤도네이, 기타","프랑스, 상파뉴","신선한 복숭아 향, 시트러스, 토스트 향",촘촘하게 짜여진 듯한 텍스처와 섬세한 버블 풍부하고 그윽한 풍미를 내는 와인이다. 텁텁하지 않고 깨끗하게 마무리 되는 것이 특징이다.,뽀므리,밝은 볏짚 색,"스시, 각종 샐러드, 과일 플레이트, 흰 살 생선 요리",Wine Spectator: 90pts,http://www.wine.co.kr/wine/712
169,Pommery Brut Rose ,http://www.wine.co.kr/upload/products/wineList/france/20180410055518682.png,12.5%,750ml,Rose,Sparkling,Dry,"피노누아, 샤도네이","프랑스, 상파뉴","체리, 라즈베리 등 붉은 베리류, 약간의 미네랄 향","프루티하고 우아하며, 탄탄한 구조감이 신선함과 완벽한 조화를 이룬다. 음용 마지막 단계에서는 상쾌한 산도가 입 안을 개운하게 헹구어 주는 느낌이다.",뽀므리,살몬색,"연어, 고등어 등 적당히 기름진 생선 요리",Wine Spectator: 91pts,http://www.wine.co.kr/wine/713
170,Pommery POP ,http://www.wine.co.kr/upload/products/wineList/france/20180919025012186.png,12.5%,200ml,White,Sparkling,Dry,"피노누아, 샤도네이","프랑스, 상파뉴","배,딸기, 꿀 향. 구운 사과와 버터 향","첫 모금에 부드러운 거품과 배와 꿀의 부드러움이 느껴진다. 신선하고 라운드하며, 언제 어디서든 바로 오픈하여 즐기기 좋은 와인이다.",뽀므리,밝은 황금색,"해산물, 생선요리, 숙성 된 치즈류 등",소용량 샴페인으로 Private Label 제작 가능,http://www.wine.co.kr/wine/711
171,Santa Carolina Reserva Merlot ,http://www.wine.co.kr/upload/products/wineList/chile/20190104054111992.png,14.0%,750ml,Red,Still,Dry,멜롯,칠레 콜차구아밸리,"블랙베리의 아로마와 바닐라향, 아몬드향","잘 익은 블랙베리의 아로마와 바닐라, 9개월의 오크 숙성으로부터 나온 아로마향이 지속적인 아로마를 만들어준다. 풍부하고 부드러운 와인으로 체리와 건포도의 향과 함께 훌륭한 조화를 이룬 와인.",Santa Carolina,밝은 자주색,"소스있는 파스타, 마일드한 소스의 흰살 또는 붉은 육류",‘Ottawa Food & Wine Show 1999-Canada ‘Silver Medal’ / 2015년 Wine Enthusiast 선정 올해의 와이너리(New World),http://www.wine.co.kr/wine/728
172,Santa Carolina Antares Cabernet Sauvignon ,http://www.wine.co.kr/upload/products/wineList/chile/20190104035204198.png,13.5%,750ml,Red,Still,Dry,카버네 소비뇽,"Chile, Central Valley",라즈베리와 체리등,라즈베리와 체리등 붉은 과실류의 집중된 아로마를 나타내는 와인으로 시나몬과 코코아의 정교한 향과 결합되어 다양한 특징을 나타낸다. 조화롭고 부드러운 맛이 소프트한 탄닌과 잘 어우러져있다.,Santa Carolina,체리루비칼라,"붉은 육류, 인도음식, 치즈, 과일",신선한 과일향의 마시기 쉬운 스타일의 일상 와인,http://www.wine.co.kr/wine/720
173,Santa Carolina Antares Chardonnay ,http://www.wine.co.kr/upload/products/wineList/chile/20190104035446985.png,13.5%,750ml,White,Still,Dry,샤도네이,"Chile, Central Valley",사과와 열대과일의 집중된 아로마,열대과실의 집중된 아로마가 특징인 와인으로 적절히 균형을 이룬 산도와 전체적으로 가볍고 신선한 샤도네의 특징을 잘 드러내준다.,Santa Carolina,황금빛 옐로우칼라,"가볍게 소스가 가미된 생선요리나 갑각류, 파스타 등",신선한 과일향의 마시기 쉬운 스타일의 일상 와인,http://www.wine.co.kr/wine/721
174,Santa Carolina Familia Cabernet Sauvignon ,http://www.wine.co.kr/upload/products/wineList/chile/20190104064849146.png,14.2%,750ml,Red,Still,Dry,카버네 소비뇽,칠레 마이포밸리,"라즈베리와 블루베리, 오크향",복합적이고 우아한 향의 짙은 루비레드색상의 와인으로 소프트한 탄닌과 부드러움이 잘 조화된 오크향이 느껴지는 와인. 길고 우아한 피니쉬가 특징(12~18개월 오크숙성),Santa Carolina,짙은 루비 레드색상,쇠고기나 양고기 등의 양념된 육류와 완벽한 조화,91 pts Robert Parker / 91 pts Patricio Tapia / 2018 Wine Enthusiast 선정 세계 100대 와인 3위 수상 (칠레와인 최초),http://www.wine.co.kr/wine/731
